classifier	best_celltype_new	name	gname	Known Marker	HSC_NO	MPP_NO	LMPP_NO	CLP_NO	pDC_NO	CMP_NO	GMP_NO	MEP_NO	HSC_VIP	MPP_VIP	LMPP_VIP	CLP_VIP	CMP_VIP	GMP_VIP	MEP_VIP	pDC_VIP
BM212	MPP	ENSG00000100029	PES1	0	3.448692918	3.279582246	3.980080135	4.063194521	3.953334829	4.078103048	3.728662192	3.981593931	1.182255304	1.632108097	0.845315904	0.961637948	1.051545142	0.398146123	0.589631585	0.788264063
BM213	MPP	ENSG00000100385	IL2RB	0	4.815230979	4.216935723	4.697857972	4.642748519	4.695977063	4.50073009	4.537065832	4.739946213	1.163510683	1.907962049	0.529829374	0.80795227	0.46785702	0.448581498	0.544111297	1.147602979
BM214	MPP	ENSG00000189060	H1F0	0	0.36603896	0.113528644	0.180052407	0.871706613	0.50759107	0.215194567	0.360028488	0.328265678	0.518688812	1.215524701	1.054541311	2.258859621	0.767109693	0.044975953	0.172250287	0.695725064
BM215	MPP	ENSG00000114026	OGG1	0	4.36781589	3.623744596	3.971633801	4.617645248	4.410398331	4.372975219	4.364654605	4.12020213	0.778473349	1.942170784	1.144948953	1.474892621	0.611278457	0.617891965	0.371018371	0.905030468
BM216	MPP	ENSG00000144559	TAMM41	MPP	5.423378441	4.895782101	5.334680721	5.345221549	5.439970373	5.199909958	5.228526495	5.461657587	1.104373611	2.203886681	0.336609704	0.646946119	0.534059822	0.502180911	1.012466376	0.882500826
BM217	MPP	ENSG00000163815	CLEC3B	0	3.954620344	3.841041741	4.339310903	4.474156153	4.57251786	4.665931561	4.546036149	4.26840755	1.351200139	1.796550185	0.244755434	0.703044419	1.385554979	1.109142491	0.332883275	0.881305181
BM218	MPP	ENSG00000016391	CHDH	0	4.781060304	4.061511413	4.691355698	4.634749735	4.720658757	4.78789324	4.940376765	4.410934522	0.874283195	2.225343987	0.321285135	0.355216165	0.663839503	1.594493946	0.919844867	0.780812752
BM219	MPP	ENSG00000163686	ABHD6	0	5.344982284	4.987277224	5.153944253	5.303236527	5.342988157	5.272732229	5.490944211	5.449354561	0.60361801	1.697350553	1.031312879	0.624534696	0.118839932	1.503173017	0.972989144	0.580272879
BM220	MPP	ENSG00000163378	EOGT	0	4.954460575	4.574366571	5.042991203	4.988310073	4.969746669	5.065698434	4.88674221	5.048042537	0.509180661	1.850063465	0.741702424	0.452952087	0.736202637	0.415799943	0.712112401	0.350423877
BM221	MPP	ENSG00000082701	GSK3B	0	7.792256541	7.675386258	7.80023647	7.762444682	7.831980901	7.763882679	7.83926496	7.880965909	0.534542999	1.821562756	0.169962056	0.597921475	0.530858687	0.93062376	1.466059206	0.814361366
BM222	MPP	ENSG00000169087	HSPBAP1	0	5.468156038	5.065830114	5.327270331	5.238335455	5.278975101	5.358131904	5.283027894	5.34095266	1.288676927	1.910528301	0.27413997	0.587615832	0.528974455	0.459525593	0.523303635	1.157256531
BM223	MPP	ENSG00000160145	KALRN	0	9.08003347	9.051874057	9.104068353	9.047029172	9.080977035	9.091638092	9.151504977	9.081017004	0.569865007	1.0150473	0.596634065	0.977518678	0.235841374	1.742705315	0.498755149	0.885933036
BM224	MPP	ENSG00000082781	ITGB5	0	6.555855414	6.450014033	6.532210122	6.740832045	6.530686684	6.5787484	6.526254119	6.689250289	0.60469302	1.155942576	0.514437766	1.617865761	0.248323397	0.704211133	1.187727187	0.71389579
BM225	MPP	ENSG00000118849	RARRES1	0	4.183315324	3.957619333	4.736629916	4.651991326	4.847727231	4.360710115	4.915166922	4.424090098	1.28826971	1.887547065	0.989392463	0.742433652	0.678078114	1.81380784	0.455755313	1.062489165
BM226	MPP	ENSG00000175166	PSMD2	0	1.814362697	1.701926642	2.082288894	2.419984233	2.114792556	2.869386209	2.284667936	1.994136525	0.931883547	1.057473522	0.470008266	0.789491931	1.925498387	0.640658198	0.451558901	0.552409563
BM227	MPP	ENSG00000214097	SMCO1	0	1.952877099	1.477241614	2.106644207	2.662793749	2.607969799	1.594392209	1.813480636	1.514642005	0.485833659	1.197916487	0.526742621	1.641190744	0.973110604	0.491671271	1.163203808	1.272578226
BM228	MPP	ENSG00000138772	ANXA3	0	5.625052621	5.113050798	5.619799032	5.716821123	5.647436363	5.474782497	5.694065547	5.610133438	0.720809376	2.424409148	0.424327102	0.948854932	0.597710115	0.943542461	0.323462737	0.888514739
BM229	MPP	ENSG00000138669	PRKG2	0	6.557087703	6.544139355	6.826102053	6.785507104	6.694523389	6.614075049	6.753487331	6.754588826	1.492195574	1.639909289	1.905889766	1.071632834	0.957544618	0.846277052	0.705943328	0.411240818
BM230	MPP	ENSG00000249242	TMEM150C	0	6.134659506	5.74472171	5.89312434	6.028088572	6.064409526	5.956071051	5.965331631	6.109236302	1.192506154	1.805830298	0.911659369	0.467983917	0.2953692	0.189356044	1.018134112	0.834652149
BM231	MPP	ENSG00000164366	CCDC127	0	3.197871707	2.342895647	2.750747478	2.939696591	3.256437555	3.23197055	3.483035281	3.26188089	0.620344213	1.734346911	1.030264647	0.581776529	0.512863575	1.459360978	0.650770886	0.816738396
BM232	MPP	ENSG00000134058	CDK7	0	4.955465196	4.463073178	5.009629995	4.791096523	5.02966148	5.007186348	4.941999704	4.740510759	0.710078985	1.91643247	0.908920842	0.650345376	0.80917601	0.659438747	0.650819629	0.907213921
BM233	MPP	ENSG00000113522	RAD50	0	6.242574129	6.004284355	6.206576721	6.213670157	6.386636492	6.13295115	6.32448206	6.122733563	0.977246939	1.667162646	0.083253033	0.486307221	0.746062893	1.251442508	0.786554852	1.312553944
BM234	MPP	ENSG00000146021	KLHL3	0	6.26568711	6.256038662	6.536402603	6.537908177	6.528910391	6.545059381	6.513155171	6.566168292	1.656443023	1.82683126	0.765722446	0.772082043	0.714550087	0.567005779	0.889759747	0.718617953
BM235	MPP	ENSG00000112984	KIF20A	0	1.884038302	1.634511691	2.595320599	2.518625876	2.106630399	1.763601498	2.104704377	2.848909859	0.80646794	1.398741903	1.437426738	0.868422802	1.126286453	0.373153114	1.728801661	0.799810869
BM236	MPP	ENSG00000120306	CYSTM1	0	6.231172889	6.166831108	6.211308865	6.488867763	6.244628373	6.287372018	6.25310244	6.417972104	0.599160571	0.987714371	0.783127518	1.728419463	0.155968206	0.344829407	1.168865226	0.668406238
BM237	MPP	ENSG00000113068	PFDN1	0	5.323712228	5.016477952	5.301078319	5.581659583	5.270947454	5.485098557	5.331686496	5.505033453	0.508573186	1.980410155	0.327943954	1.369849439	0.847417028	0.267615005	0.997832352	0.839065599
BM238	MPP	ENSG00000197043	ANXA6	0	5.167474707	4.806876168	5.234514184	5.07886913	5.328191985	5.187713636	5.261105407	5.188541574	0.745562439	1.999610419	0.565078095	0.85962031	0.623104615	0.788274283	0.198757617	1.177607381
BM239	MPP	ENSG00000146066	HIGD2A	0	0.282010203	0	0.100966229	0.450386875	0.280197509	0.264642918	0.632818123	0.165739623	0.171545917	1.395049683	1.093403391	0.860027937	0.098490363	2.241630484	0.554520502	0.312208246
BM240	MPP	ENSG00000137177	KIF13A	0	7.299286165	7.280432159	7.443345298	7.426911258	7.545082295	7.33596536	7.367003146	7.295315155	1.010473387	1.201605301	1.074440071	0.920511975	0.585523277	0.140891635	1.031552492	1.765332338
BM241	MPP	ENSG00000112242	E2F3	0	5.856258858	5.543267843	5.922036024	6.019950082	6.018055207	5.822924807	6.048792757	5.756208227	0.809833207	2.257791064	0.402059828	0.969559471	0.529288688	1.421282049	0.910678603	1.174568727
BM242	MPP	ENSG00000204315	FKBPL	0	0.351737696	0.122128616	0.287223168	0.222258432	0.342193231	0.419715796	0.758860594	0.186803389	0.423572643	1.083408768	0.493224289	0.779698475	0.382983186	2.322475882	0.697496583	0.792506276
BM243	MPP	ENSG00000013375	PGM3	0	4.714992722	4.444289567	5.00234021	4.721781159	4.80020252	4.78249416	4.827301756	4.809767474	0.720479288	1.748956974	1.567299967	0.44534203	0.099242367	0.436393485	0.280573762	0.795131445
BM244	MPP	ENSG00000006715	VPS41	0	7.477601297	7.389464975	7.532946369	7.523572374	7.462185441	7.487775076	7.563893558	7.601971123	0.450335912	1.570448533	0.532879673	0.296671153	0.314226991	1.10813192	1.438538699	0.59601305
BM245	MPP	ENSG00000196247	ZNF107	0	4.909185728	4.534889969	4.999355512	4.696986639	4.913091729	4.888896999	4.894440905	4.725616953	0.707092999	1.681678161	1.133602047	0.845314442	0.402676272	0.691079937	0.524092226	0.848535674
BM246	MPP	ENSG00000274070	GATSL2	0	4.523192652	4.10780642	4.803129736	4.56001908	4.788493113	4.483630057	4.687946239	4.231779849	0.772691907	1.684125866	1.460810694	0.705953091	0.46935107	0.83114414	1.439016154	1.059838912
BM247	MPP	ENSG00000166997	CNPY4	0	1.192593791	0.729502099	0.982789381	1.361277395	1.450396231	1.406010886	1.915544521	0.978293702	0.501206346	1.318421965	0.921770229	0.53288035	0.510377875	2.234635518	0.819770236	0.802880481
BM248	MPP	ENSG00000161048	NAPEPLD	0	5.311985047	4.885849331	5.345562865	5.304229128	5.304541221	5.274516145	5.14388552	5.252257302	0.610177051	1.864583152	0.88681838	0.598512267	0.329506351	0.612814206	0.304448247	0.788710403
BM249	MPP	ENSG00000161057	PSMC2	0	3.938570106	3.510795636	3.762828897	4.039977088	3.960915095	4.447066844	4.133341804	4.084160472	0.50548665	1.545810569	0.965238712	0.456171583	1.793225147	0.85067835	0.425228703	0.668297926
BM250	MPP	ENSG00000006652	IFRD1	0	5.510293997	5.150637947	5.411947843	5.555590492	5.400740987	5.733128	5.485761677	5.685912049	0.517962346	1.820080739	0.531921586	0.500469228	1.514127836	0.339877047	1.196620831	0.764194622
BM251	MPP	ENSG00000004866	ST7	0	7.841285637	7.677207916	7.878244246	7.884953606	7.831306911	7.753861541	7.881701444	7.760349151	0.603044824	1.872196288	1.089528127	1.008641501	0.928383907	1.137917442	0.826958216	0.752800536
BM252	MPP	ENSG00000214188	ST7-OT4	0	6.923934499	6.615039395	6.935702922	6.91493158	6.810457744	6.752133754	6.898778604	6.767793249	1.062305649	2.12733859	1.325762575	0.925333221	0.857822642	0.855192964	0.733358086	1.075171227
BM253	MPP	ENSG00000186591	UBE2H	0	6.321510629	6.17532391	6.500253786	6.438451419	6.390446274	6.422746119	6.402134627	6.418501563	0.685873467	1.817434586	1.433352238	0.643297819	0.50399004	0.328264953	0.38063049	0.679504335
BM254	MPP	ENSG00000122779	TRIM24	0	6.358572906	6.119038387	6.481519963	6.578134857	6.555204833	6.429920824	6.488406852	6.501714931	0.812656647	2.502553054	0.470159433	1.207806131	0.398298922	0.789722029	0.585323338	0.984695377
BM255	MPP	ENSG00000104695	PPP2CB	0	5.082446079	4.543497904	5.023617749	4.814013683	4.959346284	4.773901339	5.052829913	4.872621816	1.04246673	1.783523813	0.877033857	0.563259058	0.692303561	1.051760817	0.129342689	0.623976622
BM256	MPP	ENSG00000085788	DDHD2	0	5.193656025	4.784353193	5.157867657	5.266293384	5.065043264	5.107917985	5.381183415	5.066140038	0.653940064	1.754330568	0.20318888	0.737031116	0.205437115	1.650048949	0.360769199	0.790241523
BM257	MPP	ENSG00000147488	ST18	0	8.215747572	8.17994638	8.24451793	8.183985403	8.233020443	8.26732077	8.272372725	8.335237524	0.71697074	1.116720396	0.30297562	0.970862305	0.610145232	0.640491974	1.716004331	0.713767001
BM258	MPP	ENSG00000104341	LAPTM4B	0	5.730637219	5.469622153	5.837668705	5.816880471	5.724845886	5.756319774	5.812810592	5.915256947	0.934326433	2.195176789	0.820793728	0.529139077	0.012608179	0.651501654	1.311289192	0.534777194
BM259	MPP	ENSG00000155926	SLA	0	5.327517051	4.818169564	5.415667936	5.487329455	5.541961658	5.426960464	5.372156929	5.560661337	0.72245196	2.745482435	0.378907869	0.780370525	0.391668308	0.113262495	1.07312334	1.12155182
BM260	MPP	ENSG00000008513	ST3GAL1	0	6.112109755	5.776961288	6.046364482	5.991762772	6.246939128	6.099930588	6.10000186	6.074924421	0.869073142	1.989631098	0.250701246	0.897620026	0.385210218	0.447063115	0.18496085	1.25479616
BM261	MPP	ENSG00000022567	SLC45A4	0	5.694489512	5.191409392	5.569479824	5.646894654	5.724691534	5.484427254	5.658729743	5.72292714	1.015670553	2.042628808	0.319057733	0.747436741	0.589609531	0.542020528	0.7849931	0.940376385
BM262	MPP	ENSG00000185122	HSF1	0	2.83111883	2.234163161	3.19982676	3.326285336	3.404647039	2.316810562	2.872739349	3.229325067	0.640392321	1.766286324	0.928813278	1.104567494	1.758927891	0.408805293	0.813788233	1.170192953
BM263	MPP	ENSG00000165092	ALDH1A1	0	7.177520134	7.109706986	7.280868139	7.377018906	7.331282724	7.233775012	7.299041837	7.153266277	0.943766701	1.623016153	0.545858238	1.673214919	0.369082126	0.82321238	1.249067867	0.937577534
BM264	MPP	ENSG00000196781	TLE1	0	6.353646862	6.088139895	6.255594374	6.265578588	6.155146633	6.3253735	6.228246302	6.333889953	0.946969526	1.627511503	0.238651174	0.4046639	0.714106418	0.250869457	0.838451737	0.931777896
BM265	MPP	ENSG00000085265	FCN1	0	2.321596983	2.043986155	2.601283234	2.578694987	2.549596727	3.163467525	2.282640771	2.78249885	0.590834807	1.173980521	0.340435955	0.292343528	1.740072608	0.849615696	0.723735048	0.41382755
BM266	MPP	ENSG00000148400	NOTCH1	0	3.58396756	2.981173581	3.140128363	3.734578474	3.696205299	3.760259869	3.850409118	3.872907997	0.693062314	1.615155181	1.561354236	0.782560461	0.638410171	1.06680955	1.048956607	0.845621383
BM267	LMPP	ENSG00000162571	TTLL10	0	3.118496245	3.25756391	2.633595051	3.461891575	3.513593456	3.805516297	3.239395724	3.130048274	0.540389677	0.467678603	2.242309446	0.849268895	1.71957624	0.20194595	0.35572974	0.688230152
BM268	LMPP	ENSG00000162585	C1orf86	0	2.578776031	3.039688972	2.233308522	2.801472814	3.354248156	2.694048937	3.064014142	2.420587485	0.846129006	0.961658554	1.793094234	0.75120562	0.466604554	1.039846734	0.991813901	1.351871393
BM269	LMPP	ENSG00000186501	TMEM222	0	2.474796537	2.475587591	2.103861383	3.276371499	2.797991473	2.054303105	2.929709865	2.926634854	0.727189953	0.588611587	1.734123302	1.639786799	1.571566168	0.993270182	0.957549999	0.852928961
BM270	LMPP	ENSG00000130772	MED18	0	1.907263046	1.926034462	1.215198661	1.617801733	2.188324711	1.267693234	1.760059562	2.100449815	0.747281345	0.858679536	1.720296131	0.647976367	1.257286419	0.169121559	0.922063505	1.00991774
BM271	LMPP	ENSG00000164011	ZNF691	0	1.746028695	1.057932087	0.758412517	2.203811859	2.001284107	1.430037311	1.726276464	1.469498414	0.69502999	1.284075304	2.558983112	1.853616614	0.396064916	0.638282419	0.249586769	1.055383765
BM272	LMPP	ENSG00000162621	LRRC53	0	5.339342598	5.517677959	5.110297808	5.160656285	5.277728162	5.1629061	5.190161866	5.377673947	0.612285023	1.742370719	1.395151739	0.922430095	0.754688789	0.645147699	0.929778949	0.544229849
BM273	LMPP	ENSG00000116337	AMPD2	0	1.806653136	2.400647423	1.840297907	2.709588298	3.164560149	2.431471971	2.13193654	2.399491099	1.248669992	0.592226703	1.594913591	0.962086537	0.265809871	0.635626561	0.162075086	1.60528552
BM274	LMPP	ENSG00000155761	SPAG17	0	7.710682107	7.739239428	7.587563478	7.637039357	7.64912328	7.734686315	7.769897013	7.753153643	0.742908561	0.71710494	1.934443026	0.972805005	0.691627463	1.367043621	0.833602931	0.880294332
BM275	LMPP	ENSG00000143434	SEMA6C	0	2.626737019	2.746912954	2.165088287	2.30764256	2.620229343	2.128549756	3.095905633	2.520641661	0.490195178	0.784430964	1.217078009	0.755820773	1.106003898	1.820725921	0.441968541	0.495325776
BM276	LMPP	ENSG00000163463	KRTCAP2	0	0.584914632	0.979531311	0.332782034	1.10741063	1.207683918	1.342443842	1.236120424	1.068993421	1.363498361	0.482003474	2.3031603	0.569718482	1.200269135	1.03586879	0.588650065	0.800467657
BM277	LMPP	ENSG00000163563	MNDA	0	4.020581108	4.071772927	3.393685118	3.81523936	4.097959329	3.445953984	3.855099613	3.915572955	0.783744958	0.907581852	1.82433742	0.498374393	1.328499458	0.170986039	0.850552163	0.863677042
BM278	LMPP	ENSG00000090104	RGS1	0	1.43727484	1.744625918	0.863182689	1.29519914	1.466845072	1.322038832	1.801671233	1.08550828	0.287698026	1.181697118	1.704363688	0.292634952	0.31331452	1.389318595	0.891117102	0.484789239
BM279	LMPP	ENSG00000133059	DSTYK	0	5.624042953	5.429169572	5.275087541	5.573758959	5.707736875	5.24762907	5.600023744	5.488320207	1.03324307	0.930685554	1.699185944	0.784161287	1.520691618	0.795190205	0.27243309	1.157568433
BM280	LMPP	ENSG00000135749	PCNXL2	0	7.986050463	7.939881892	7.916305024	7.96358553	7.990281635	7.939528869	7.940002406	8.12233154	0.331034104	0.579721701	1.126892114	0.3110043	0.58405791	0.641402542	2.459239263	0.560869353
BM281	LMPP	ENSG00000133019	CHRM3	0	8.65473953	8.643917446	8.628961271	8.806429346	8.798924411	8.669653255	8.724771465	8.82209673	1.015211982	1.16812031	1.913264265	1.523738504	0.842202775	0.202205057	1.909638153	1.216879606
BM282	LMPP	ENSG00000151461	UPF2	0	6.45877371	6.459273875	6.261051793	6.599848029	6.518363644	6.519376677	6.495935146	6.433281228	0.950751257	0.604648991	2.385994054	1.336519679	0.720842833	0.421879066	0.326204518	0.888460361
BM283	LMPP	ENSG00000176236	C10orf111	0	0.641410625	0.875456414	0.209242178	0.430307843	0.727628692	0.336082288	0.58680682	0.993936149	0.58467891	1.071840055	1.676566278	0.590552904	0.939459534	0.032761719	1.459465305	0.428473522
BM284	LMPP	ENSG00000148444	COMMD3	0	1.359223849	0.754434654	0.737034469	1.190133673	1.562805474	0.807563334	1.799944018	0.718905537	0.6979363	1.060888537	1.36261829	0.6710816	0.922618808	2.36054365	1.158628367	1.01986319
BM285	LMPP	ENSG00000128805	ARHGAP22	0	7.035720456	7.079784634	7.009593473	7.310958132	7.272518842	7.15158822	7.053264456	7.154762472	1.135680762	0.747208576	1.756566924	2.025959663	0.466756272	1.139921381	0.374238665	1.393095497
BM286	LMPP	ENSG00000243251	PGBD3	0	2.688325725	2.436405988	1.813082766	2.281157915	2.49914976	2.381727755	2.854167819	2.670907495	0.813717966	0.617816533	2.011650943	0.530226084	0.490165099	1.324469087	0.582251415	0.66779094
BM287	LMPP	ENSG00000150347	ARID5B	0	7.308700357	7.163867099	7.1134663	7.246931309	7.341873426	7.275011703	7.252832776	7.248674852	0.911103079	1.053546686	2.262323295	0.433456516	0.542478821	0.226301421	0.466695146	1.32660012
BM288	LMPP	ENSG00000107719	PALD1	0	5.571262895	5.618264899	5.250563518	5.432999376	5.365263062	5.613307144	5.535524151	5.683011379	0.844937938	0.844851795	1.861538046	0.810628718	0.67652174	0.246605365	1.149710349	1.047745469
BM289	LMPP	ENSG00000156113	KCNMA1	0	9.286681296	9.287650107	9.229963789	9.267433564	9.216667693	9.330449278	9.244088448	9.353255688	0.761594061	0.456035728	1.124925671	0.788250839	1.256214781	0.769350238	1.720463431	1.011059805
BM290	LMPP	ENSG00000108175	ZMIZ1	LMPP	6.764777333	6.813383202	6.767500305	6.92131239	7.058688545	7.032358646	6.940337727	7.093826437	1.527840877	1.181071146	1.709910489	0.965352065	1.102824518	0.385672344	1.682406167	1.384039417
BM291	LMPP	ENSG00000174721	FGFBP3	0	0.560742215	1.344623941	0.568860994	0.632729059	0.694406291	0.935781476	0.872905003	0.617514776	0.689214439	1.821726789	0.824272801	0.517585571	0.528523775	0.369406816	0.683338714	0.44622209
BM292	LMPP	ENSG00000152804	HHEX	0	1.955167326	1.047431007	0.782262198	1.288644734	1.659339277	1.090356989	0.774838847	1.078233461	2.044680902	0.653655813	1.528670509	0.488792185	0.508250419	1.516532789	0.366996341	1.149066947
BM293	LMPP	ENSG00000196865	NHLRC2	0	5.642884664	5.821064179	5.474952297	5.679576332	5.791609516	5.503998369	5.612854831	5.698393906	0.362321137	1.283469399	1.744812292	0.306641604	1.206640076	0.383661283	0.752136109	0.953511516
BM294	LMPP	ENSG00000150760	DOCK1	0	8.534148115	8.54815362	8.539194388	8.590596799	8.589640695	8.696565207	8.589087542	8.694027866	0.881792086	0.696520361	1.020269037	0.80436463	1.600136187	0.360009459	1.723890187	1.008378741
BM295	LMPP	ENSG00000148943	LIN7C	0	3.314298084	3.419475145	2.481552964	3.101889023	2.819563324	2.771820805	3.318026254	3.10514315	0.763450721	1.065031822	2.011740136	0.332090202	0.832960348	0.984894501	0.212829573	0.654942186
BM296	LMPP	ENSG00000025434	NR1H3	0	3.061203204	3.183400265	2.297517484	3.186116821	3.165724716	3.123799682	2.76955458	3.409133262	0.511854485	0.68541108	2.311626769	0.574986465	0.41268194	0.752691179	1.226505726	0.58480213
BM297	LMPP	ENSG00000134809	TIMM10	0	0.708696619	0.809005465	0.210940054	0.685125316	0.975581495	0.821253051	0.83622717	0.281603236	0.518425936	0.830992916	1.880394311	1.014134786	0.708498164	0.738928555	1.285537475	0.896652528
BM298	LMPP	ENSG00000185475	TMEM179B	0	1.016857974	0.536164421	0.191291349	1.101148224	0.720262623	0.767239967	0.492748358	0.464006335	1.336985698	0.659270935	1.952915935	1.450034004	0.438673346	0.675469001	0.650664738	0.649397368
BM299	LMPP	ENSG00000173457	PPP1R14B	0	0.59105649	0.277250201	0.141562452	0.21236745	0.64386978	0.193437807	0.211965289	0.408628184	1.586403623	0.711488995	1.074218809	0.761757891	0.658561956	0.659632048	0.387605051	1.134162339
BM300	LMPP	ENSG00000014138	POLA2	0	4.636571662	4.588291628	4.102335225	4.611804801	4.806173233	4.27151231	4.736907253	4.425799642	0.876114081	0.915774826	2.043263432	0.747092165	1.182684407	1.052355332	0.422616948	1.114357098
BM301	LMPP	ENSG00000168876	ANKRD49	0	2.007884729	2.205612904	1.775711302	2.316402709	1.689002006	2.804946568	2.003685359	2.462587167	0.670223981	0.81337732	1.192409629	0.862429478	1.83281786	0.487761189	0.952956194	1.12406803
BM302	LMPP	ENSG00000237353	PATE4	0	2.367983527	2.622052294	1.802428732	2.727051742	2.555179632	1.759254094	2.670679891	2.347785224	0.453747603	0.780022429	1.850366724	0.994309497	1.644351734	1.033403199	0.148678498	0.494566215
BM303	LMPP	ENSG00000070018	LRP6	0	6.950818491	6.910512318	6.739137309	7.024546842	7.047808992	6.901764019	7.01817289	6.916503545	0.461505685	0.574794382	2.64877109	0.944735332	0.447437809	1.097788891	0.448758465	0.985944383
BM304	LMPP	ENSG00000186452	TMPRSS12	0	4.882971143	5.067057358	4.795676584	5.031564069	5.096576001	5.393820596	5.001187853	4.981147736	0.989799933	0.45926174	1.716200242	0.450172551	2.3649411	0.160436003	0.238098049	0.933371949
BM305	LMPP	ENSG00000139637	C12orf10	0	1.373426214	2.099717488	0.935341272	1.708947498	1.597746946	1.713055375	1.668441161	1.649206952	0.614697482	1.376509835	2.005944322	0.615975865	0.519280213	0.448567445	0.530260868	0.629198596
BM306	LMPP	ENSG00000170374	SP7	0	3.191477761	3.171012979	2.322611488	3.066712282	2.848861131	2.364733219	2.905106055	3.130166271	0.995796221	0.926931191	1.800358885	0.705827292	1.381458136	0.226818065	0.981481494	0.769253862
BM307	LMPP	ENSG00000139343	SNRPF	0	5.25629292	5.199038594	4.973953634	5.458848861	4.972343372	5.139064447	5.244129939	5.07400356	0.774924687	0.444391488	1.399974203	1.646548914	0.174382792	0.600902023	0.638809642	1.258597049
BM308	LMPP	ENSG00000111231	GPN3	0	2.754973493	2.593983403	2.299538215	3.475315874	3.062774702	2.893352709	2.936848113	3.487275508	0.788821801	0.902786651	2.082903697	1.503299684	0.141647377	0.106597245	1.541318882	0.68982858
BM309	LMPP	ENSG00000204856	FAM216A	0	3.700591752	3.397756866	3.170271519	3.700263779	3.939222127	3.725924196	3.446014788	4.08412775	0.845791743	1.011805369	1.909223536	0.735199479	0.650734605	0.879790219	1.550731607	1.096211018
BM310	LMPP	ENSG00000204852	TCTN1	0	4.442311544	4.73515051	4.039561111	4.310332366	4.554719823	4.636367489	4.42450848	4.508216226	0.383851571	1.158806536	2.071655533	0.68954737	0.854820912	0.116609512	0.497842357	0.640577355
BM311	LMPP	ENSG00000122986	HVCN1	0	5.513873589	5.673296797	5.29515885	5.467535456	5.442198967	5.567501227	5.520449776	5.652996734	1.165770949	1.371296003	1.966911437	0.822210724	0.521460542	0.151319279	1.059668777	1.096402586
BM312	LMPP	ENSG00000089053	ANAPC5	0	5.749209584	5.951905163	5.649790801	5.90175517	5.965662058	5.921613842	5.854035549	5.768810543	0.937057298	1.103553963	2.017204179	0.795453435	0.733251972	0.310234288	0.598912521	0.989726771
BM313	LMPP	ENSG00000150457	LATS2	0	5.936841738	5.651911916	5.543485266	5.92033315	5.844426284	5.856823084	5.818074844	5.801690558	1.122675422	0.972766269	2.254707203	0.938850617	0.513441786	0.34521451	0.138072696	0.657039444
BM314	LMPP	ENSG00000122025	FLT3	LMPP	5.923336857	5.785407547	5.690998456	5.923649209	5.870054839	5.949083538	5.831302526	6.241739255	0.781608942	0.974706255	1.798623288	0.807375985	0.446283976	0.544596341	2.52133242	0.959299129
BM315	LMPP	ENSG00000179399	GPC5	0	10.48359121	10.40004227	10.30581457	10.35797043	10.33795586	10.44081224	10.38116629	10.38133379	2.152241001	1.06184087	2.161854218	1.220294473	1.27542117	0.186297072	0.106034368	1.410785589
BM316	LMPP	ENSG00000057593	F7	0	2.145999888	1.96001604	1.653717587	2.720736248	1.976941707	2.057238119	1.762356295	1.693713439	0.640237892	0.411393689	1.051897563	1.762416457	0.298372444	0.787748603	0.768548097	0.484417419
BM317	LMPP	ENSG00000129521	EGLN3	0	8.787812629	8.773869706	8.721677971	8.844261003	8.721987387	8.755448486	8.732824153	8.723530334	0.631099323	0.458583518	0.87144544	1.618719705	0.161910414	0.593022766	0.853565974	0.761814223
BM318	LMPP	ENSG00000179841	AKAP5	0	3.027077318	2.435947087	1.85819828	2.134068592	2.451721187	1.909036425	2.461199503	2.935918421	1.498633357	0.458933597	1.704011826	0.729004042	1.261460271	0.208058449	1.433194076	1.0422287
BM319	LMPP	ENSG00000258289	CHURC1	0	4.295762023	4.64332502	4.0236172	4.549664811	4.738884892	4.232494104	4.524473649	4.675335598	0.698194974	0.857653096	2.13083064	0.748850082	0.906177748	0.357057263	1.029263418	0.893802357
BM320	LMPP	ENSG00000170345	FOS	0	0.456213891	0.536329127	0	0.762002873	0.702906872	0.555197815	0.129060895	0.270104649	0.534137279	0.682749574	2.138583998	1.401166833	0.64230966	1.464267149	0.6886212	1.055897334
BM321	LMPP	ENSG00000103978	TMEM87A	0	5.455136175	5.49357573	5.264317676	5.656829502	5.471007869	5.531085037	5.716644195	5.475352166	0.504919221	0.851873474	1.916716187	0.975249573	0.250996702	1.59618901	0.201965199	0.773146127
BM322	LMPP	ENSG00000174446	SNAPC5	0	2.2188531	2.276959027	1.496216424	2.201993501	1.742438666	2.05708044	1.957654224	2.868756052	0.667661977	0.596815062	1.865863896	0.533238837	0.187403066	0.404838009	2.030605014	1.092712984
BM323	LMPP	ENSG00000033800	PIAS1	0	6.806976848	6.631936095	6.56582083	6.804683472	6.789868018	6.792647554	6.672969274	6.695695573	0.988996341	0.946956359	2.010899918	0.936691427	0.907646005	0.568383535	0.212890271	0.732365145
BM324	LMPP	ENSG00000140400	MAN2C1	0	2.154828088	1.811692319	1.575997124	2.151933082	2.19839053	2.181661525	2.755423123	2.540967708	0.899787167	1.015685423	1.76159193	0.632866879	0.342098804	1.78147295	1.021782157	0.754450326
BM325	LMPP	ENSG00000103253	HAGHL	0	1.172769996	1.405921288	0.663661786	1.043055329	1.101929923	1.420056125	1.714659922	1.132249443	0.646457202	0.633059648	1.847406655	0.590860797	0.622421015	1.745459415	0.209406883	0.68840644
